eq_site_limit,hu_site_limit
2385,2385
1386,1386
1386,1386
1386,1386
1386,1386
1386,1386
2187,2187
47223,47223
47223,47223
47223,47223
47223,47223
0,1531078.63
1009192.5,1009192.5
365565.6,365565.6
295471.8,295471.8
280900.8,280900.8
251547.3,251547.3
492556.5,492556.5
0,455004.97
0,33488.37
0,68250.75
0,44947.21
0,45500.5
0,44947.21
0,455004.97
0,6916.08
0,4550.05
0,45500.5
0,7862.49
0,4368.05
0,182001.99
0,4550.05
0,31850.35
0,45500.5
0,5460.06
0,40950.45
0,682507.46
0,11575.33
0,9100.1
0,38344.18
0,121875.81
0,13237
0,128100.28
0,52032.55
0,355472.64
0,1258088.75
0,52032.55
0,364003.98
0,14456.42
0,455004.97
0,44590.49
0,93657.31
0,91000.99
0,50050.55
0,52032.55
0,52032.55
0,59008.34
0,1564010.76
0,3809046.2
0,664901.74
0,0
0,306004.91
0,25164.88
0,112808.11
0,10259.22
0,124817.79
0,55362.73
0,52516.08
0,89838.61
0,15853.87
0,21713.26
0,52299.31
0,485735.39
0,695122.73
0,1458108.42
0,726381.15
0,21238.78
0,389756.65
0,50476.31
0,3759754.45
0,22345.04
0,16040.21
0,50753.83
0,1316.6
0,5619064.25
0,0
67500,67500
21780000,21780000
45000,45000
4383,4383
1371240,1371240
137934,137934
8325,8325
62991,62991
81945,81945
67878,67878
67878,67878
50391,50391
4419,4419
39348,39348
2133,2133
909,909
11943,11943
3402,3402
707670,707670
526698,526698
670437,670437
919017,919017
22095,22095
666,666
1440,1440
387,387
387,387
387,387
387,387
10737,10737
963,963
243,243
243,243
243,243
243,243
243,243
243,243
243,243
243,243
14400,14400
2880,2880
3843,3843
11160000,11160000
59157,59157
69813,69813
144486,144486
5040,5040
4680,4680
9342,9342
49095,49095
28053,28053
900,900
9018,9018
11520,11520
150380.1,150380.1
0,44947.21
0,3003032.83
0,9100.1
0,28392.31
0,53872.59
0,27300.3
0,6333.67
0,44947.21
0,21135.89
0,22568.25
0,2616.28
0,1478766.17
0,43239.12
0,4550.05
0,524165.73
0,22750.25
0,4537.31
0,1048.33
0,1048.33
0,36140.14
0,66257.82
0,52032.55
0,33731.34
0,104064.19
922399.2,922399.2
0,18493.2
799947,799947
492228,492228
1278045,1278045
11664,11664
12789,12789
6210,6210
22095,22095
666,666
387,387
387,387
387,387
387,387
279,279
279,279
963,963
963,963
963,963
963,963
963,963
963,963
990,990
31338,31338
173385,173385
963,963
243,243
243,243
243,243
243,243
243,243
243,243
243,243
243,243
28791,28791
4806,4806
225,225
225,225
783,783
621,621
621,621
1553391,1553391
1553391,1553391
7029,7029
3942,3942
78723,78723
7002,7002
666,666
666,666
666,666
279,279
279,279
7686,7686
2025,2025
61470,61470
2187,2187
2187,2187
2187,2187
243,243
243,243
621,621
621,621
0,17910000
0,490849.58
591420.6,591420.6
0,14040000
30510000,30510000
7486975.8,7486975.8
2250,2250
3538339.2,3538339.2
63000,63000
27090000,27090000
27090000,27090000
204831,204831
0,4147.09
0,1697293.23
0,187753.5
0,187753.5
0,187753.5
0,187753.5
0,176351.4
0,176351.4
0,176351.4
0,176351.4
0,176351.4
0,176351.4
0,176351.4
0,364724.1
0,749345.4
0,364724.1
0,729448.2
0,749345.4
0,364724.1
0,285210
0,352281.6
0,364724.1
0,352281.6
0,704563.2
0,352281.6
0,704563.2
0,650817
0,650817
0,650817
0,808023.6
0,808023.6
0,404011.8
0,704563.2
0,352236.6
0,352236.6
0,352236.6
0,352236.6
0,364724.1
0,531638.1
0,352281.6
0,531638.1
0,1063276.2
0,1694376
0,423594
0,1270782
0,910024.2
0,1122084.9
0,420480
0,687780
0,869490
0,1111282.2
0,21157.2
0,72316.8
0,65063.7
0,57879
0,53100
0,42484.5
0,397585.8
0,21600
0,30359.7
0,82925.1
0,187753.5
0,187753.5
0,176351.4
33020.1,33020.1
0,920621.25
0,638081.62
70110000,70110000
2286694.8,2286694.8
540000,540000
0,144210.91
0,42887.32
0,31698.34
0,136320.27
0,162396.08
0,316029.52
0,14577.09
0,137815.13
0,495308.93
0,11131.74
0,1357.94
0,0
481743,481743
58986,58986
1599480,1599480
64746,64746
103887,103887
63747,63747
1334934,1334934
494811,494811
8838,8838
4473,4473
5085,5085
18720,18720
15822,15822
2979,2979
2205,2205
0,2850842.7
0,2480805.9
0,517500
0,11070000
11880,11880
574992,574992
7857,7857
9846,9846
1308951,1308951
4365,4365
594,594
4104,4104
164007,164007
477,477
43470,43470
18612,18612
246411,246411
72837,72837
72837,72837
72837,72837
1217151,1217151
501750,501750
334701,334701
334701,334701
14427,14427
6885,6885
3150,3150
1122903,1122903
1143,1143
119169,119169
6291,6291
46071,46071
17280,17280
15822,15822
12960,12960
3087,3087
7118145,7118145
3103497,3103497
22302,22302
22302,22302
12393,12393
2529,2529
75600,75600
14040,14040
4761,4761
7659,7659
5256,5256
4005,4005
13284,13284
13284,13284
9657,9657
4284,4284
1333152,1333152
727263,727263
7569,7569
3366,3366
6174,6174
3600,3600
190251,190251
3384,3384
12960,12960
889911,889911
12402,12402
14643,14643
5040,5040
2592,2592
1296,1296
21843,21843
10737,10737
1584,1584
47223,47223
47223,47223
47223,47223
47223,47223
1421325,1421325
1978461,1978461
207693,207693
55800,55800
292824,292824
246609,246609
190404,190404
4437,4437
43326,43326
22095,22095
9405,9405
3384,3384
22977,22977
328500,328500
424314.9,424314.9
120060,120060
4837500,4837500
1800,1800
1148400,1148400
0,1461.41
0,1461.41
0,39044.43
0,1883734.35
0,201339.27
0,768447.77
0,20633.94
0,41748.22
0,197518.45
0,18797.92
0,12842.07
0,25250.94
0,928.11
0,79531.48
0,8661.63
0,41354.3
0,116517.93
0,8711.01
0,1487
0,12771.36
0,9060.04
0,2020.08
0,284166.2
0,38437.54
0,3927.92
0,120396.47
0,956303.52
0,608042.59
0,132213.91
0,740054.49
0,739751.48
0,1849.32
0,4167442.62
0,470651.94
0,98938.62
0,748974.6
0,219144.42
0,8321.94
0,382809.24
2486529,2486529
203490,203490
800208,800208
40698,40698
34938,34938
13536,13536
39042,39042
1728,1728
426600,426600
449046,449046
86553,86553
126648,126648
23697,23697
6714,6714
765,765
228393,228393
13473,13473
396279,396279
129789,129789
3483,3483
48897,48897
2736,2736
5155704,5155704
19224,19224
66780,66780
1143,1143
333,333
1728,1728
4068,4068
8838,8838
794421,794421
29250,29250
62991,62991
64746,64746
15786,15786
5040,5040
8406,8406
79281,79281
1143,1143
23670,23670
10170,10170
7236,7236
47106,47106
59175,59175
24624,24624
6714,6714
1728,1728
5859,5859
46683,46683
125838,125838
54513,54513
81171,81171
62073,62073
23580000,23580000
22482,22482
5058,5058
5769,5769
99477,99477
3258,3258
2493,2493
29835,29835
123192,123192
0,949315.64
0,5413720.59
0,36720000
0,17910000
0,2125397.87
0,2055143.45
258554.7,258554.7
408469.5,408469.5
287869.5,287869.5
258554.7,258554.7
409754.7,409754.7
179485.2,179485.2
98869.5,98869.5
272700,272700
98869.5,98869.5
56442.6,56442.6
78685.2,78685.2
78685.2,78685.2
78685.2,78685.2
78685.2,78685.2
56442.6,56442.6
56442.6,56442.6
56442.6,56442.6
52585.2,52585.2
637596,637596
549926.1,549926.1
982280.7,982280.7
0,53339.48
0,81109.98
0,860287.5
0,288000
0,2779036.2
0,767952
0,2420185.5
0,567000
0,611051.7
0,1340170.53
0,1535331.1
0,1082984.67
0,120340.36
0,12048.63
0,1928.05
0,6727.97
0,5602.34
0,7369.91
0,10661.51
0,1571.17
0,8656.02
0,5201.69
0,4040.15
0,53307.54
0,8991.58
0,8910.78
0,12174.32
0,2020.08
0,19639.62
0,3927.92
0,2055.99
0,72823.71
0,4769.62
0,30301.13
0,1643117.81
0,16395.15
0,2031.3
0,1057.17
0,28777.09
0,24438.42
0,1346.72
0,4126.56
0,13143.95
0,392.79
0,754.16
0,67335.83
0,14421.09
0,2020.08
0,255331.87
0,116659.33
0,78210.57
0,31423.39
0,9379.88
0,673.36
0,4399.27
0,9379.88
0,12625.47
0,3366.79
0,22408.24
0,39444.21
0,178843.98
0,2581.21
0,5325.14
0,12906.03
0,4384236.19
0,4264.6
0,3591.24
0,2468.98
0,275740.24
0,1048194.49
0,4994.07
0,104819.45
0,27000
0,64195.2
0,55024.2
0,42780.6
0,55800
0,21267.18
0,71370000
772290.9,772290.9
205567.2,205567.2
0,1230175.8
0,1221435
0,3372657.3
0,1680724.8
0,27810
0,6431697
0,2705.4
216000,216000
4331700,4331700
5031.9,5031.9
133020,133020
133020,133020
133020,133020
133020,133020
133020,133020
133020,133020
133020,133020
133020,133020
133020,133020
223020,223020
2491534.8,2491534.8
0,5591003.55
0,53100
0,1754103.28
0,1410039.01
3866697.9,3866697.9
2363103.9,2363103.9
1080000,1080000
975414.6,975414.6
945000,945000
842880.6,842880.6
389835,389835
269640,269640
266535,266535
219240,219240
182700,182700
176107.5,176107.5
97744.5,97744.5
67500,67500
58500,58500
45000,45000
16443,16443
13500,13500
7200,7200
7200,7200
1814861.7,1814861.7
1561338,1561338
0,0
0,65700
0,65700
0,65700
0,90000
0,66150
0,66150
0,66150
0,66150
0,37350000
0,132466.15
0,635837.52
0,21194.58
0,211945.84
0,1589593.81
270000,270000
15120000,15120000
1080000,1080000
0,23116.5
6930,6930
184680,184680
105300,105300
2430,2430
720,720
69030,69030
360,360
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
23850000,23850000
907056,907056
1464102,1464102
8640,8640
19260,19260
54090,54090
500148,500148
2340,2340
31950,31950
132480,132480
150570,150570
7110,7110
11700,11700
74880,74880
15570,15570
1800,1800
270,270
4860,4860
2430,2430
2430,2430
540,540
176310,176310
4410,4410
4410,4410
6210,6210
8820,8820
8820,8820
360,360
90,90
90,90
2520,2520
17370,17370
22950,22950
22950,22950
31590,31590
31590,31590
450,450
450,450
450,450
450,450
10152,10152
10152,10152
932490,932490
2450925,2450925
2392776,2392776
540,540
540,540
540,540
90,90
90,90
2250,2250
344494.8,344494.8
0,35730000
0,7357500
0,162000
0,45000
0,3962033.04
31500,31500
0,11250000
0,138699
22860,22860
11880000,11880000
1655775,1655775
10800,10800
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
116640,116640
2880,2880
540,540
4050,4050
5400,5400
5400,5400
360,360
360,360
450,450
450,450
450,450
450,450
450,450
75870,75870
111780,111780
540,540
540,540
3420,3420
3420,3420
3420,3420
3420,3420
3420,3420
3420,3420
4770,4770
0,3846167.5
1279260,1279260
330399.9,330399.9
0,36424.92
0,751348.85
188910.9,188910.9
3434580,3434580
15264,15264
6480,6480
77310,77310
1800,1800
540,540
540,540
97200,97200
2250,2250
1980,1980
540,540
450,450
450,450
450,450
450,450
450,450
450,450
450,450
171702,171702
1800,1800
270,270
270,270
2430,2430
540,540
540,540
540,540
450,450
3420,3420
602064,602064
65880,65880
572184,572184
21870,21870
11028.6,11028.6
40383,40383
21690,21690
3951,3951
30240,30240
10269,10269
67410,67410
1800,1800
1440,1440
1440,1440
2880,2880
2880,2880
136620,136620
1800,1800
26820,26820
17100,17100
19800,19800
19800,19800
10800,10800
10800,10800
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
0,145501.7
0,26627.76
0,19970.82
0,95099.15
0,237747.88
0,11411.9
0,44696.6
0,1141189.8
0,97001.13
0,72275.35
0,42794.62
0,8558.92
0,190198.3
0,38039.66
458154,458154
426690,426690
62460,62460
77310,77310
77310,77310
223236,223236
2880,2880
540,540
13500,13500
360,360
15570,15570
1800,1800
1440,1440
540,540
540,540
540,540
540,540
540,540
900,900
900,900
900,900
2970,2970
2970,2970
2970,2970
4500,4500
450,450
16020000,16020000
270,270
1890,1890
42840,42840
270,270
270,270
13230,13230
253710,253710
599112,599112
15957,15957
15570,15570
74880,74880
1800,1800
1800,1800
450,450
270,270
3420,3420
3420,3420
2430,2430
540,540
540,540
540,540
540,540
540,540
900,900
900,900
720,720
355860,355860
13590,13590
2970,2970
1350,1350
4050,4050
4500,4500
22680,22680
30960,30960
30960,30960
30960,30960
30960,30960
10710,10710
14850,14850
450,450
450,450
10152,10152
10152,10152
72810,72810
65520,65520
65520,65520
74880,74880
74880,74880
270,270
3420,3420
3420,3420
3420,3420
13500,13500
900,900
72810,72810
15570,15570
8550,8550
74880,74880
540,540
450,450
540,540
540,540
2880,2880
540,540
540,540
540,540
540,540
540,540
126900,126900
3780,3780
3780,3780
3780,3780
5220,5220
2700,2700
6750,6750
630,630
540,540
450,450
450,450
450,450
625623.3,625623.3
371823.3,371823.3
393086.7,393086.7
228772.8,228772.8
349906.5,349906.5
0,36866.1
0,5573795.2
24518.7,24518.7
0,539077.04
1150983,1150983
3362166,3362166
94815,94815
14868,14868
20772,20772
5922,5922
21573,21573
64746,64746
22095,22095
666,666
8649,8649
9342,9342
387,387
387,387
387,387
279,279
279,279
4563,4563
4563,4563
6336,6336
1782,1782
243,243
243,243
243,243
4806,4806
6714,6714
333,333
404727.3,404727.3
0,127132.96
0,158031.76
0,227930.25
0,110622.23
1067022,1067022
72837,72837
8505,8505
72837,72837
62100,62100
72837,72837
5724,5724
3573,3573
5040,5040
2313,2313
51435,51435
17280,17280
2880,2880
0,200651.22
0,835892.64
0,71198.82
1894239,1894239
6363,6363
76140,76140
86553,86553
86553,86553
2529,2529
5040,5040
1440,1440
1530,1530
2205,2205
9405,9405
23868,23868
6039,6039
6714,6714
2232,2232
3161792.7,0
471963.6,471963.6
258102,258102
788079.6,788079.6
0,641685.81
0,629320.71
0,3142.34
0,156443.59
0,198972.9
0,110553.1
0,107774.37
0,39795.48
0,74796.65
0,38136.77
0,3257.93
0,3257.93
0,673358.35
0,1044959.4
0,414486
0,638940.06
0,2121524.1
0,1447845.3
0,1168944.3
0,71460
0,22500
0,45000
0,23785.2
0,100049.4
0,26257.5
0,56815.2
666099,666099
236340,236340
45180,45180
213660,213660
65880,65880
20610,20610
44820,44820
16290,16290
35910,35910
4050,4050
2520,2520
32040,32040
14310,14310
62460,62460
62460,62460
34650,34650
14940000,14940000
450,450
450,450
270,270
184050,184050
540,540
720,720
720,720
180,180
630,630
450,450
900,900
900,900
450,450
450,450
450,450
450,450
450,450
1450602,1450602
7200,7200
6660,6660
450,450
235980,235980
26010,26010
12510,12510
621567,621567
26910,26910
15570,15570
3582,3582
12870,12870
83430,83430
83430,83430
1800,1800
1800,1800
270,270
270,270
270,270
270,270
1800,1800
1800,1800
3150,3150
7650,7650
12150,12150
12150,12150
12150,12150
12150,12150
17730,17730
450,450
450,450
450,450
450,450
86400,86400
8101602,8101602
5454,5454
4500,4500
436986,436986
18900,18900
1800,1800
270,270
270,270
270,270
270,270
270,270
270,270
151200,151200
2430,2430
540,540
540,540
540,540
540,540
720,720
360,360
90,90
90,90
90,90
90,90
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
450,450
1202769,1202769
389169,389169
1041867,1041867
782730,782730
1186290,1186290
627210,627210
67410,67410
72540,72540
65520,65520
67410,67410
270,270
270,270
270,270
270,270
270,270
270,270
270,270
5040,5040
4230,4230
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
450,450
450,450
450,450
900,900
10890000,10890000
17730,17730
15570,15570
81540,81540
115020,115020
540,540
540,540
13320,13320
4590,4590
2250,2250
450,450
450,450
450,450
2477952,2477952
1101762,1101762
21780,21780
13059,13059
91197,91197
1576890,1576890
1225548,1225548
547389,547389
15264,15264
12780,12780
26460,26460
15264,15264
23076,23076
74880,74880
1800,1800
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
1440,1440
1440,1440
3330,3330
540,540
540,540
540,540
900,900
900,900
900,900
720,720
720,720
8910,8910
2610,2610
2610,2610
2610,2610
13500,13500
180,180
180,180
180,180
180,180
180,180
90,90
90,90
90,90
90,90
90,90
90,90
8550,8550
8550,8550
8550,8550
21870,21870
21870,21870
26010,26010
34380,34380
17640,17640
450,450
86400,86400
548640,548640
197280,197280
1005291,1005291
1670850,1670850
270,270
66150,66150
540,540
540,540
540,540
540,540
4500,4500
360,360
450,450
15570,15570
15570,15570
10080,10080
104436,104436
74880,74880
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
236790,236790
3330,3330
540,540
55980,55980
33750,33750
180,180
180,180
900,900
450,450
450,450
450,450
450,450
450,450
450,450
346986,346986
345717,345717
1733688,1733688
315459,315459
357300,357300
164565,164565
265689,265689
6390,6390
270,270
270,270
270,270
170100,170100
6750,6750
6750,6750
450,450
450,450
450,450
400661.1,400661.1
305537.4,305537.4
218250,218250
408838.5,408838.5
221935.5,221935.5
386183.7,386183.7
330488.1,330488.1
0,43202.87
0,52335.12
0,266068.23
0,7332.29
0,68491.91
0,12722.14
0,20205.11
0,657339.66
0,25342.01
0,113012.56
0,52335.12
0,6868.37
0,52846.53
0,159266.51
0,15350.41
0,18254.46
0,52335.12
0,3034511.11
0,171960.35
0,2801227.68
0,836514.49
0,411864.67
0,72144.81
0,386294.36
0,286925.38
0,704644.74
0,573505.57
0,836514.49
0,68491.91
0,284652.37
0,107815.39
0,479017.79
0,12257.31
0,688115.36
0,118901.95
0,119175.92
27582.3,27582.3
0,1448550.47
0,8368855.26
38520000,38520000
0,40500
1668600,1668600
62460,62460
62100,62100
89190,89190
15570,15570
270,270
270,270
40500,40500
1890,1890
1890,1890
3420,3420
4770,4770
4770,4770
4770,4770
5400,5400
8100,8100
2250,2250
360,360
720,720
900,900
900,900
900,900
900,900
900,900
2877993,2877993
2066571,2066571
949590,949590
28890,28890
61560,61560
753588,753588
513558,513558
142200,142200
15570,15570
5580,5580
81450,81450
16380,16380
6480,6480
9090,9090
10665,10665
15570,15570
24570,24570
24570,24570
1800,1800
1800,1800
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
270,270
1800,1800
1800,1800
1800,1800
3600,3600
3780,3780
540,540
540,540
540,540
900,900
900,900
720,720
720,720
90,90
90,90
90,90
90,90
90,90
12150,12150
12150,12150
12150,12150
12150,12150
14850,14850
450,450
450,450
450,450
450,450
450,450
10152,10152
10152,10152
10152,10152
64800,64800
13680000,13680000
12150,12150
270,270
270,270
270,270
270,270
270,270
270,270
270,270
3780,3780
540,540
540,540
540,540
540,540
540,540
2970,2970
2970,2970
2970,2970
2970,2970
900,900
360,360
74880,74880
450,450
270,270
270,270
270,270
270,270
270,270
270,270
2430,2430
540,540
540,540
540,540
720,720
4230,4230
4230,4230
4230,4230
4230,4230
450,450
450,450
360,360
360,360
360,360
540,540
540,540
720,720
25020,25020
4230,4230
4230,4230
450,450
450,450
19170000,19170000
407218.5,407218.5
470936.7,470936.7
0,17460000
0,1952754.59
0,585000
0,76500
0,566275.5
4167546.3,0
0,5523918.84
0,138699
0,57328.92
0,240411.6
0,1849.32
0,2926666.8
0,3144136.95
0,1076580
0,839463.3
0,1208658.15
0,909000
0,4050
0,4050
0,4050
0,4050
0,4356
0,900000
0,27000
0,114791.4
0,279000
17514,17514
595800,595800
1882773,1882773
3415095,3415095
262107,262107
274419,274419
8541,8541
26577,26577
477,477
477,477
477,477
477,477
477,477
477,477
387,387
387,387
387,387
387,387
4563,4563
4563,4563
4563,4563
4563,4563
163935,163935
243,243
243,243
243,243
243,243
243,243
243,243
243,243
243,243
243,243
243,243
23868,23868
260523,260523
3834,3834
69813,69813
5058,5058
3690,3690
603,603
963,963
243,243
621,621
621,621
2665629,2665629
604386,604386
297072,297072
76536,76536
4761,4761
59742,59742
8649,8649
5094,5094
7425,7425
8649,8649
3771,3771
387,387
387,387
387,387
279,279
279,279
279,279
4563,4563
175536,175536
175536,175536
79470,79470
9450,9450
4365,4365
8649,8649
1197,1197
207,207
46548,46548
3276,3276
22095,22095
22095,22095
243,243
243,243
243,243
243,243
243,243
243,243
243,243
243,243
16128,16128
480735,480735
706284,706284
23931,23931
11943,11943
69813,69813
64746,64746
84951,84951
666,666
666,666
666,666
1440,1440
387,387
279,279
3645,3645
3645,3645
4806,4806
41085,41085
2277,2277
4185,4185
3744,3744
3744,3744
7686,7686
765,765
333,333
10530000,10530000
76734,76734
69813,69813
666,666
666,666
387,387
387,387
1530,1530
3690,3690
1386,1386
1386,1386
1386,1386
1989,1989
23031,23031
6714,6714
85308.3,85308.3
765,765
765,765
765,765
85308.3,85308.3
85308.3,85308.3
74952,74952
63026.1,63026.1
63026.1,63026.1
63026.1,63026.1
63026.1,63026.1
95348.7,95348.7
95348.7,95348.7
63026.1,63026.1
765,765
765,765
95348.7,95348.7
765,765
72250.2,72250.2
765,765
74780.1,74780.1
765,765
74952,74952
63026.1,63026.1
85308.3,85308.3
100561.5,100561.5
100561.5,100561.5
100561.5,100561.5
100561.5,100561.5
765,765
100561.5,100561.5
100561.5,100561.5
100561.5,100561.5
765,765
100561.5,100561.5
100561.5,100561.5
765,765
765,765
100561.5,100561.5
765,765
765,765
765,765
765,765
100561.5,100561.5
100561.5,100561.5
100561.5,100561.5
45000,45000
401769,401769
101016,101016
0,587571.33
0,159097.91
0,1818.26
0,9091.31
0,181826.19
0,113641.37
0,68184.82
0,909.13
0,22728.27
0,22728.27
0,22728.27
0,45456.55
0,18182.62
0,227282.73
0,45456.55
0,22728.27
0,36365.24
0,4545.65
0,9091.31
0,45456.55
0,45456.55
0,18182.62
0,18182.62
0,18182.62
0,9091.31
222300,222300
0,1612483.12
0,1263657.58
0,8877320.5
0,31500
0,90000
1825605,1825605
188694,188694
326223,326223
224406,224406
652536,652536
541566,541566
896031,896031
28287,28287
38070,38070
375309,375309
22095,22095
1665,1665
6615,6615
229491,229491
2700,2700
105444,105444
5751,5751
7398828,7398828
66780,66780
62991,62991
4977,4977
21303,21303
61659,61659
33075,33075
1728,1728
1728,1728
8928,8928
6669,6669
10071,10071
1584,1584
29898,29898
5040,5040
23976,23976
6462,6462
17280,17280
13824,13824
1800694.8,1800694.8
0,460128.2
0,11104.8
0,28056.6
0,207618.82
39852,39852
4770,4770
95355,95355
666,666
666,666
666,666
1440,1440
7209,7209
4563,4563
299322,299322
243,243
783,783
198,198
407474.1,407474.1
380937.6,380937.6
632763.9,632763.9
0,26506.31
46350,46350
270,270
2880,2880
540,540
540,540
540,540
720,720
3420,3420
3420,3420
3420,3420
3420,3420
3420,3420
270,270
270,270
16830000,16830000
458154,458154
36180,36180
2430,2430
540,540
540,540
540,540
540,540
450,450
458154,458154
8703,8703
15570,15570
270,270
270,270
174960,174960
57690,57690
540,540
360,360
13500,13500
33750,33750
2250,2250
900,900
900,900
450,450
450,450
0,52335.12
0,52335.12
102446.1,102446.1
576036,576036
417006,417006
13500,13500
0,12020.58
0,2415211.92
0,2610315.18
0,3832715.7
0,415172.34
496800,496800
80730,80730
73890,73890
2700,2700
143460,143460
450,450
450,450
450,450
2700,2700
5220,5220
5220,5220
5220,5220
450,450
450,450
84420,84420
678150,678150
3825,3825
5400,5400
739080,739080
1161900,1161900
3821940,3821940
2433150,2433150
2700,2700
864180,864180
3825,3825
0,1113669.17
1019005.2,1019005.2
0,404479.47
0,4204534.11
0,44395.88
0,101150.78
0,5739.56
0,22441.15
0,2158232.76
0,11221.93
0,1738334.08
0,5739.56
0,344070.57
309240.9,309240.9
0,738053.36
0,31770000
0,12960000
2239560.9,2239560.9
0,4891696.79
0,102611.96
0,90249.1
0,102611.96
0,102611.96
0,75413.89
0,102611.96
0,111265.73
0,90249.1
0,90249.1
0,90249.1
0,75413.89
0,90249.1
0,90249.1
0,75413.89
0,102611.96
0,90249.1
0,90249.1
0,90249.1
0,90249.1
0,102611.96
0,111265.73
0,90249.1
0,75413.89
0,102611.96
0,90249.1
0,102611.96
0,75413.89
0,102611.96
0,90249.1
0,11222.64
0,347046.84
4590000,4590000
238500,238500
0,2197916.82
0,18493.2
0,9246.6
0,918187.38
0,9246.6
1141380,1141380
1011690,1011690
188910,188910
72990,72990
72990,72990
10350,10350
450,450
2070,2070
1800,1800
12600,12600
2700,2700
484740,484740
3825,3825
3825,3825
3825,3825
3825,3825
450,450
450,450
630,630
720,720
0,7397.28
186495.3,186495.3
350100,350100
263628,263628
0,289418.58
12510,12510
1170,1170
6300,6300
2700,2700
462690,462690
2088,2088
2088,2088
2088,2088
2088,2088
2088,2088
450,450
810,810
609480,609480
525870,525870
98550,98550
57420,57420
72990,72990
72990,72990
10620,10620
450,450
450,450
1170,1170
2700,2700
270,270
3825,3825
3825,3825
450,450
450,450
6005790,6005790
4977540,4977540
2575440,2575440
72990,72990
450,450
450,450
1800,1800
6300,6300
270,270
5220,5220
1800,1800
720,720
72783,72783
484605,484605
356697,356697
234864,234864
786114,786114
4950,4950
72990,72990
72990,72990
450,450
450,450
1800,1800
450,450
450,450
2700,2700
810,810
0,86823.85
442974.6,442974.6
105405.3,105405.3
939324.6,939324.6
0,59040000
4066200,4066200
9000,9000
16200000,16200000
767700,767700
10980000,10980000
1252361.7,1252361.7
346500,346500
36900,36900
18450000,18450000
18180000,18180000
0,508886.22
577587.6,577587.6
0,35519.32
333045,333045
278640,278640
810,810
0,5699151.9
0,3745741.5
0,1604693.7
0,8506467.9
0,8337369.6
0,366277.5
0,7802249.4
0,3612725.1
0,1374806.7
0,12960000
0,282350.25
0,305204.4
0,50787
0,118816.2
0,659916.9
0,150406.65
0,20211.3
0,10458
5533830,5533830
81540,81540
81540,81540
81540,81540
81540,81540
12690,12690
69480,69480
72990,72990
14400,14400
1800,1800
1800,1800
1800,1800
1800,1800
900,900
23670,23670
23670,23670
25065,25065
25065,25065
11160,11160
11160,11160
18108,18108
19503,19503
360,360
360,360
360,360
360,360
360,360
360,360
360,360
360,360
360,360
360,360
360,360
360,360
7200,7200
3600,3600
810,810
25104.6,25104.6
1676880,1676880
844110,844110
81540,81540
81540,81540
72990,72990
72990,72990
72990,72990
72990,72990
72990,72990
2700,2700
26460,26460
2088,2088
2088,2088
450,450
450,450
450,450
810,810
4390020,4390020
1910880,1910880
72990,72990
72990,72990
72990,72990
72990,72990
72990,72990
72990,72990
450,450
313650,313650
3825,3825
3825,3825
3825,3825
450,450
450,450
4500,4500
810,810
721440,721440
853949.7,853949.7
0,107966.7
0,745709.59
0,71587.64
16200000,16200000
0,478049.22
0,17568.54
0,13869.9
0,215445.78
1531530,1531530
1456020,1456020
492750,492750
79020,79020
81540,81540
81540,81540
4140,4140
2700,2700
2700,2700
16740,16740
3825,3825
3825,3825
900,900
0,18630000
32850000,32850000
7551796.5,0
274203.9,274203.9
0,30683.2
0,27614.88
0,7145764.7
0,10440000
0,277539.23
0,244846.56
0,277539.23
0,145894.31
0,159300
0,9270000
47160000,47160000
821700,821700
140580,140580
0,309761.1
0,2464915.5
0,8516443.5
2679750,2679750
72990,72990
72990,72990
60795,60795
3825,3825
3825,3825
3825,3825
3825,3825
450,450
450,450
450,450
630,630
630,630
5625,5625
915120,915120
537570,537570
815760,815760
910530,910530
73890,73890
72990,72990
72990,72990
72990,72990
2700,2700
2088,2088
2088,2088
2088,2088
2700,2700
720,720
173520,173520
450,450
450,450
3825,3825
3825,3825
3825,3825
3825,3825
5220,5220
810,810
3280770,3280770
1993770,1993770
4050,4050
6300,6300
2700,2700
10170,10170
3825,3825
6606,6606
6606,6606
540,540
0,19170000
0,3130306.73
22500,22500
259954.2,259954.2
257736.6,257736.6
302659.2,302659.2
484672.5,484672.5
0,4696236.33
0,23490000
0,933656.38
0,1254004.2
0,10800000
0,11520000
0,7053047.19
0,156225.87
0,178643.09
298533.6,298533.6
6750,6750
0,8321.94
0,9810000
0,18493.2
0,304213.14
0,16643.88
3261780,3261780
9450,9450
84420,84420
2700,2700
3825,3825
3825,3825
3825,3825
3825,3825
5400,5400
4500,4500
10440000,10440000
59130,59130
131670,131670
